TableName      TimeGenerated         BackendPoolName_s    BackendSettingName_s    ClientIP_s       Error_info_s                     Host_s                    HttpMethod_s    HttpStatus_d    RequestUri_s                                                                     ServerConnectTime_s    ServerHeaderTime_s    ServerResponseLatency_s    ServerRouted_s                ServerStatus_s    TimeTaken_d
PrimaryResult  2026-07-21T08:59:18Z  Back_WebSite         Backend_WebSite         179.64.37.235    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.004
PrimaryResult  2026-07-21T08:59:18Z  Back_WebSite         Backend_WebSite         179.64.37.235    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9415/9415_Card_638393928719739040.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.004
PrimaryResult  2026-07-21T08:59:15Z  Back_WebSite         Backend_WebSite         172.191.99.60    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Account/Login                                                                   0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:58:32Z  Back_WebSite         Backend_WebSite         179.64.37.235    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /public/Home/nuevobanner7-13-2026-6-42-22-PM7-31-2026-11-59-59-PM.jpg            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:58:32Z  Back_WebSite         Backend_WebSite         179.64.37.235    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /public/Home/banner julio ar7-7-2026-9-36-24-PM7-31-2026-11-59-59-PM.jpg         0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:58:26Z  Back_WebSite         Backend_WebSite         213.137.138.80   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:58:26Z  Back_WebSite         Backend_WebSite         213.137.138.80   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9415/9415_Card_638393928719739040.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:58:26Z  Back_WebSite         Backend_WebSite         213.137.138.80   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:58:26Z  Back_WebSite         Backend_WebSite         213.137.138.80   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /public/Home/banner julio ar7-7-2026-9-36-24-PM7-31-2026-11-59-59-PM.jpg         0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:58:26Z  Back_WebSite         Backend_WebSite         213.137.138.80   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:58:26Z  Back_WebSite         Backend_WebSite         213.137.138.80   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /public/Home/banner julio ar7-7-2026-9-36-24-PM7-31-2026-11-59-59-PM.jpg         0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:58:26Z  Back_WebSite         Backend_WebSite         213.137.138.80   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:58:26Z  Back_WebSite         Backend_WebSite         213.137.138.80   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /public/Home/nuevobanner7-13-2026-6-42-22-PM7-31-2026-11-59-59-PM.jpg            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:58:26Z  Back_WebSite         Backend_WebSite         213.137.138.80   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:58:26Z  Back_WebSite         Backend_WebSite         213.137.138.80   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9415/9415_Card_638393928719739040.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:58:26Z  Back_WebSite         Backend_WebSite         213.137.138.80   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:58:26Z  Back_WebSite         Backend_WebSite         213.137.138.80   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /public/Home/nuevobanner7-13-2026-6-42-22-PM7-31-2026-11-59-59-PM.jpg            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:58:26Z  Back_WebSite         Backend_WebSite         213.137.138.80   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:58:26Z  Back_WebSite         Backend_WebSite         213.137.138.80   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:58:15Z  Back_WebSite         Backend_WebSite         172.191.99.60    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Account/Login                                                                   0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:58:10Z  Back_WebSite         Backend_WebSite         186.141.135.107  ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgExchange/0124/0124_Detail_637877912546113915.jpg                      0.000                  0.000                 0.000                      back_website~backend_website  -                 0.004
PrimaryResult  2026-07-21T08:57:14Z  Back_WebSite         Backend_WebSite         172.191.99.60    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Account/Login                                                                   0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:57:04Z  Back_WebSite         Backend_WebSite         190.123.148.62   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.004
PrimaryResult  2026-07-21T08:57:04Z  Back_WebSite         Backend_WebSite         190.123.148.62   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:57:04Z  Back_WebSite         Backend_WebSite         190.123.148.62   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /public/Home/nuevobanner7-13-2026-6-42-22-PM7-31-2026-11-59-59-PM.jpg            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:57:04Z  Back_WebSite         Backend_WebSite         190.123.148.62   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.004
PrimaryResult  2026-07-21T08:57:04Z  Back_WebSite         Backend_WebSite         190.123.148.62   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9415/9415_Card_638393928719739040.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:57:04Z  Back_WebSite         Backend_WebSite         190.123.148.62   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.006
PrimaryResult  2026-07-21T08:57:04Z  Back_WebSite         Backend_WebSite         190.123.148.62   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /public/Home/banner julio ar7-7-2026-9-36-24-PM7-31-2026-11-59-59-PM.jpg         0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:56:14Z  Back_WebSite         Backend_WebSite         172.191.99.60    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Account/Login                                                                   0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:55:26Z  Back_WebSite         Backend_WebSite         179.64.37.235    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:55:26Z  Back_WebSite         Backend_WebSite         179.64.37.235    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /public/Home/banner julio ar7-7-2026-9-36-24-PM7-31-2026-11-59-59-PM.jpg         0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:55:26Z  Back_WebSite         Backend_WebSite         179.64.37.235    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9415/9415_Card_638393928719739040.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:55:26Z  Back_WebSite         Backend_WebSite         179.64.37.235    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:55:26Z  Back_WebSite         Backend_WebSite         179.64.37.235    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /public/Home/nuevobanner7-13-2026-6-42-22-PM7-31-2026-11-59-59-PM.jpg            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:55:26Z  Back_WebSite         Backend_WebSite         179.64.37.235    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:55:26Z  Back_WebSite         Backend_WebSite         179.64.37.235    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:55:14Z  Back_WebSite         Backend_WebSite         172.191.99.60    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Account/Login                                                                   0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:55:06Z  Back_WebSite         Backend_WebSite         78.47.173.76     ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /                                                                                0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:54:45Z  Back_WebSite         Backend_WebSite         167.235.143.113  ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /                                                                                0.000                  0.000                 0.000                      back_website~backend_website  -                 0.001
PrimaryResult  2026-07-21T08:54:31Z  Back_WebSite         Backend_WebSite         186.128.237.134  ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /public/Home/nuevobanner7-13-2026-6-42-22-PM7-31-2026-11-59-59-PM.jpg            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.004
PrimaryResult  2026-07-21T08:54:31Z  Back_WebSite         Backend_WebSite         186.128.237.134  ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.006
PrimaryResult  2026-07-21T08:54:31Z  Back_WebSite         Backend_WebSite         186.128.237.134  ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /public/Home/banner julio ar7-7-2026-9-36-24-PM7-31-2026-11-59-59-PM.jpg         0.000                  0.000                 0.000                      back_website~backend_website  -                 0.004
PrimaryResult  2026-07-21T08:54:31Z  Back_WebSite         Backend_WebSite         186.128.237.134  ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.006
PrimaryResult  2026-07-21T08:54:31Z  Back_WebSite         Backend_WebSite         186.128.237.134  ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.006
PrimaryResult  2026-07-21T08:54:31Z  Back_WebSite         Backend_WebSite         186.128.237.134  ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9415/9415_Card_638393928719739040.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.006
PrimaryResult  2026-07-21T08:54:31Z  Back_WebSite         Backend_WebSite         186.128.237.134  ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.007
PrimaryResult  2026-07-21T08:54:16Z  Back_WebSite         Backend_WebSite         104.28.34.166    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/MktEvent/639173993765351895/Promo12770.jpg                               0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:54:16Z  Back_WebSite         Backend_WebSite         104.28.34.166    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/MktEvent/639173993765351895/Head.jpg                                     0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:54:16Z  Back_WebSite         Backend_WebSite         104.28.34.166    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/MktEvent/footer.png                                                      0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:54:16Z  Back_WebSite         Backend_WebSite         104.28.34.166    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/MktEvent/mapicon.jpg                                                     0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:54:14Z  Back_WebSite         Backend_WebSite         172.191.99.60    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Account/Login                                                                   0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:53:14Z  Back_WebSite         Backend_WebSite         172.191.99.60    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Account/Login                                                                   0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:52:31Z  Back_WebSite         Backend_WebSite         186.132.251.13   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:52:31Z  Back_WebSite         Backend_WebSite         186.132.251.13   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:52:31Z  Back_WebSite         Backend_WebSite         186.132.251.13   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9415/9415_Card_638393928719739040.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:52:31Z  Back_WebSite         Backend_WebSite         186.132.251.13   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:52:31Z  Back_WebSite         Backend_WebSite         186.132.251.13   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:52:30Z  Back_WebSite         Backend_WebSite         186.132.251.13   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /public/Home/banner julio ar7-7-2026-9-36-24-PM7-31-2026-11-59-59-PM.jpg         0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:52:30Z  Back_WebSite         Backend_WebSite         186.132.251.13   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /public/Home/nuevobanner7-13-2026-6-42-22-PM7-31-2026-11-59-59-PM.jpg            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:52:14Z  Back_WebSite         Backend_WebSite         172.191.99.60    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Account/Login                                                                   0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:51:38Z  Back_WebSite         Backend_WebSite         186.132.251.13   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9415/9415_Card_638393928719739040.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:51:38Z  Back_WebSite         Backend_WebSite         186.132.251.13   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.006
PrimaryResult  2026-07-21T08:51:38Z  Back_WebSite         Backend_WebSite         186.132.251.13   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.006
PrimaryResult  2026-07-21T08:51:38Z  Back_WebSite         Backend_WebSite         186.132.251.13   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.007
PrimaryResult  2026-07-21T08:51:38Z  Back_WebSite         Backend_WebSite         186.132.251.13   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.007
PrimaryResult  2026-07-21T08:51:14Z  Back_WebSite         Backend_WebSite         172.191.99.60    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Account/Login                                                                   0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:50:52Z  Back_WebSite         Backend_WebSite         190.7.36.153     ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:50:52Z  Back_WebSite         Backend_WebSite         190.7.36.153     ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9415/9415_Card_638393928719739040.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:50:52Z  Back_WebSite         Backend_WebSite         190.7.36.153     ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:50:52Z  Back_WebSite         Backend_WebSite         190.7.36.153     ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:50:52Z  Back_WebSite         Backend_WebSite         190.7.36.153     ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.001
PrimaryResult  2026-07-21T08:50:50Z  Back_WebSite         Backend_WebSite         190.7.36.153     ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /public/Home/nuevobanner7-13-2026-6-42-22-PM7-31-2026-11-59-59-PM.jpg            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:50:50Z  Back_WebSite         Backend_WebSite         190.7.36.153     ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /public/Home/banner julio ar7-7-2026-9-36-24-PM7-31-2026-11-59-59-PM.jpg         0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:50:31Z  Back_WebSite         Backend_WebSite         186.132.251.13   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9415/9415_Card_638393928719739040.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:50:31Z  Back_WebSite         Backend_WebSite         186.132.251.13   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9408/9408_Card_638393894853140418.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:50:31Z  Back_WebSite         Backend_WebSite         186.132.251.13   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9406/9406_Card_638393882173868974.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:50:31Z  Back_WebSite         Backend_WebSite         186.132.251.13   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9407/9407_Card_638393887581588292.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:50:31Z  Back_WebSite         Backend_WebSite         186.132.251.13   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Public/ImgProm/9399/9399_Card_638393730321622406.jpg                            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:50:30Z  Back_WebSite         Backend_WebSite         186.132.251.13   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /public/Home/nuevobanner7-13-2026-6-42-22-PM7-31-2026-11-59-59-PM.jpg            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.004
PrimaryResult  2026-07-21T08:50:30Z  Back_WebSite         Backend_WebSite         186.132.251.13   ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /public/Home/banner julio ar7-7-2026-9-36-24-PM7-31-2026-11-59-59-PM.jpg         0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:50:14Z  Back_WebSite         Backend_WebSite         172.191.99.60    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Account/Login                                                                   0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:50:00Z  Back_WebSite         Backend_WebSite         157.90.156.63    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /                                                                                0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:49:40Z  Back_WebSite         Backend_WebSite         49.13.164.148    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /                                                                                0.000                  0.000                 0.000                      back_website~backend_website  -                 0.001
PrimaryResult  2026-07-21T08:49:27Z  Back_WebSite         Backend_WebSite         45.191.80.49     ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /public/Home/nuevobanner7-13-2026-6-42-22-PM7-31-2026-11-59-59-PM.jpg            0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:49:27Z  Back_WebSite         Backend_WebSite         45.191.80.49     ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /public/Home/banner julio ar7-7-2026-9-36-24-PM7-31-2026-11-59-59-PM.jpg         0.000                  0.000                 0.000                      back_website~backend_website  -                 0.003
PrimaryResult  2026-07-21T08:49:14Z  Back_WebSite         Backend_WebSite         172.191.99.60    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Account/Login                                                                   0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:48:14Z  Back_WebSite         Backend_WebSite         172.191.99.60    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Account/Login                                                                   0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:47:14Z  Back_WebSite         Backend_WebSite         172.191.99.60    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Account/Login                                                                   0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
PrimaryResult  2026-07-21T08:46:14Z  Back_WebSite         Backend_WebSite         172.191.99.60    ERRORINFO_UPSTREAM_NO_LIVE       gestion.clubgrido.com.ar  GET             502             /Account/Login                                                                   0.000                  0.000                 0.000                      back_website~backend_website  -                 0.002
